ID;Giocatore;Ruolo;Ruolo2;Squadra;Q.Iniziale;Q.Attuale;+/-
934;PULISIC C.;A;A;MILAN;56,1;57,1;-1
937;RODRIGUEZ J.;A;A;COMO;17,1;19,1;-2
978;ROWE J.;A;A;BOLOGNA;20,1;20,1;0
939;SANABRIA A.;A;A;CREMONESE;24,1;25,1;-1
989;SARMIENTO J.;A;A;CREMONESE;13,1;13,1;0
940;SARR A.;A;A;VERONA;25,1;23,1;2
941;SAVVA Z.;A;A;TORINO;1,4;1,4;0
942;SCAMACCA G.;A;A;ATALANTA;63,1;64,1;-1
943;SIMEONE G.;A;A;TORINO;33,1;31,1;2
944;SKJELLERUP L.;A;A;SASSUOLO;1,4;1,4;0
946;SOULE M.;A;A;ROMA;49,1;51,1;-2
981;STULIC N.;A;A;LECCE;21,1;21,1;0
947;SULEMANA K.;A;A;ATALANTA;22,1;21,1;1
951;THURAM M.;A;A;INTER;75,1;80,1;-5
990;VARDY J.;A;A;CREMONESE;19,1;19,1;0
955;VAZQUEZ F.;A;A;CREMONESE;18,1;22,1;-4
956;VENTURINO L.;A;A;GENOA;3,4;3,4;0
958;VIGNATO E.;A;A;PISA;18,1;17,1;1
979;VINCIATI G.;A;A;UDINESE;1,4;1,4;0
960;VITINHA;A;A;GENOA;27,1;27,1;0
961;VLAHOVIC D.;A;A;JUVENTUS;60,1;65,1;-5
962;YILDIZ K.;A;A;JUVENTUS;54,1;55,1;-1
963;ZACCAGNI M.;A;A;LAZIO;44,1;46,1;-2
964;ZAPATA D.;A;A;TORINO;59,1;57,1;2
965;ZERBIN A.;A;A;CREMONESE;10,1;13,1;-3
991;ZHEGROVA E.;A;A;JUVENTUS;22,1;22,1;0
